id	onion_prebuilt	plumos_recipe	plumos_class	version_policy	onion_display_version	onion_corename	onion_binary_sha256	onion_binary_commit	onion_binary_date	onion_binary_subject	onion_builder_file	onion_builder_repo	onion_builder_ref	onion_builder_subdir	onion_builder_makefile	onion_builder_args	plumos_repo	plumos_ref	plumos_subdir	plumos_makefile	plumos_make_args
2048	yes	yes	O	prefer_onion_version	1.0	2048	65c61613c57cbf8ad6b1cf0c93e7f998f1cd152e85db61cfe339d77d508b1ac9	bb5095474d08e4b532bd7101c3803573cfae3a6f	2023-03-20T01:11:42+01:00	Dev v4.1 RC2 (final) (#712)	cores-onionos	https://github.com/libretro/libretro-2048.git	master	-	Makefile.libretro	-	https://github.com/libretro/libretro-2048.git	master	-	Makefile.libretro	platform=unix
81	yes	yes	O	prefer_onion_version	1.0a	81	c70e5b4805064e5abfa1bbb401296f1f8651420d4e6e81078d8fdee417a1bb81	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/81-libretro.git	master	-	Makefile	-	https://github.com/libretro/81-libretro.git	master	-	Makefile	platform=armv
a5200	yes	no	-	missing_from_plumos	2.0.2	a5200	8887b59eedc14ddaade30d901b0bc3787555b7898218b89a5651699140a2e9d0	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	-	-	-	-	-	-	-	-	-	-	-
arduous	yes	no	-	missing_from_plumos	0.1.0	Arduous	f28c2287c3e2d000ff065737ba68a6e915f11f9b10a3bffcd21d9eb7e4a7d370	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	-	-	-	-	-	-	-	-	-	-	-
atari800	yes	yes	O	prefer_onion_version	3.1.0	Atari800	418a70f6c34bb286d6de572dc02f10d95a56947ba04885b8e10df30e75f576f3	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/libretro-atari800.git	master	-	Makefile	-	https://github.com/libretro/libretro-atari800.git	master	-	Makefile	platform=armv
bk	yes	yes	O	prefer_onion_version	1.00	bk	80e863134543c747c7e67c0072c7950c1df48c287bde64e351932b852a94a3e9	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/bk-emulator.git	master	-	Makefile.libretro	-	https://github.com/libretro/bk-emulator.git	master	-	Makefile.libretro	platform=armv
bluemsx	yes	yes	A	prefer_onion_version	SVN	blueMSX	8b8e41e636b3c8779f19c639dde8e294a098c0c5ebc3a42ca112b197b6018504	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/blueMSX-libretro.git	master	-	Makefile.libretro	-	https://github.com/libretro/blueMSX-libretro.git	master	-	Makefile.libretro	platform=armv
cannonball	yes	yes	O	prefer_onion_version	1.0	Cannonball	b97adcb1fe3dcc5806af7aed629338b4e6e60370dae973701a711f70b0be0263	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/cannonball.git	master	-	Makefile	-	https://github.com/libretro/cannonball.git	master	-	Makefile	platform=armv
cap32	yes	yes	O	prefer_onion_version	v4.2.0	Caprice32	c8bb6294220bbf088879114f2c445e592efa9d6bcf34ca13ee9e90f1108df844	faea11bc9516fd1ba9701fe01a8dabe4e8a7d246	2024-12-23T15:09:08+01:00	Update core: Caprice32 (includes screen crop option) (#1727)	cores-onionos	https://github.com/libretro/libretro-cap32.git	master	-	Makefile	-	https://github.com/libretro/libretro-cap32.git	master	-	Makefile	platform=armv
chailove	yes	yes	O	prefer_onion_version	1.2.1	ChaiLove	8b9beccc12ce04415422350c9cd2277d10af069be345c1b7103b51970b185fa8	13fc96b75695ac6941aed1c9b9fa2cc3b4374182	2023-12-17T01:01:49+00:00	Feat: new cores & core updates (#1322)	cores-onionos	https://github.com/libretro/libretro-chailove.git	master	-	Makefile	-	https://github.com/libretro/libretro-chailove.git	master	-	Makefile	platform=armv
chimerasnes	yes	yes	O	prefer_onion_version	-	ChimeraSNES	8d88ff89b027297320bff838f63d3cae29c66a2b4b7dfe25ea000a75f7b05cff	05d35cc340cf7ac946f30d2eb080cd8694a0d3d4	2023-04-02T11:34:07+02:00	Adding ChimeraSNES libretro core (0542329)	cores-onionos	https://github.com/jamsilva/chimerasnes.git	master	-	Makefile	-	https://github.com/jamsilva/chimerasnes.git	master	-	Makefile	platform=armv
crocods	yes	yes	O	prefer_onion_version	v1	CrocoDS	3bb522313b33bef25968275c245ea45983de890275a899ba7f75770a3d9ce1ab	13fc96b75695ac6941aed1c9b9fa2cc3b4374182	2023-12-17T01:01:49+00:00	Feat: new cores & core updates (#1322)	cores-onionos	https://github.com/libretro/libretro-crocods.git	master	-	Makefile	-	https://github.com/libretro/libretro-crocods.git	master	-	Makefile	platform=armv
daphne	yes	yes	O	prefer_onion_version	Git	Daphne	4c27eb95eb43169f1650b081e5628113cd96a46ed47d564ef596400f7b9303b4	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/daphne.git	master	-	Makefile	-	https://github.com/libretro/daphne.git	master	-	Makefile	platform=armv
dinothawr	yes	yes	O	prefer_onion_version	v1.0	Dinothawr	4b93dc1552f997e468cd0142a6f3783d5c72eea6d8a12cef67dbbebeefbdf877	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/Dinothawr.git	master	-	Makefile	-	https://github.com/libretro/Dinothawr.git	master	-	Makefile	platform=armv
dosbox_pure	yes	yes	A	prefer_onion_version	0.21	DOSBox Pure 0.21	e1332037c9e3c871c71ec72783e2aaacc37dd30b6ad6e629b69ab944b6d5cf5f	8a605d52462627ddd3349eb825f13aed9d8b70a9	2022-12-12T01:20:04+01:00	Core updates (#624)	-	-	-	-	-	-	https://github.com/libretro/dosbox-pure.git	master	-	Makefile	platform=armv
dosbox_pure_0.9.7	yes	no	-	missing_from_plumos	0.9.7	DOSBox Pure 0.9.7	3cf2a6cb81df769f65b7e97a3ca7eb740644fcd78ceb8231f3750f8bf8fa2b7c	8a605d52462627ddd3349eb825f13aed9d8b70a9	2022-12-12T01:20:04+01:00	Core updates (#624)	-	-	-	-	-	-	-	-	-	-	-
easyrpg	yes	yes	A	prefer_onion_version	0.8.0.0	EasyRPG Player	9ce2f485cb52fb1148e745eaf54d35114d53d90b964d9e1b090bb24dd82cde35	d937d44f4beb4d682cf20ac50a062d6eab8c9880	2023-05-29T11:38:24+02:00	Dev v4.2.0 beta 3 (#835)	cores-onionos	https://github.com/EasyRPG/Player.git	master	build	Makefile	-	https://github.com/EasyRPG/Player.git	master	-	Makefile.libretro	platform=unix
ecwolf	yes	yes	O	prefer_onion_version	-	ECWolf	63f7d2bbd8c1bbe6be5cd5cbfb54986ec9dbb89ec286381ec59385706335d461	8a605d52462627ddd3349eb825f13aed9d8b70a9	2022-12-12T01:20:04+01:00	Core updates (#624)	cores-onionos	https://github.com/libretro/ecwolf.git	master	src/libretro	Makefile	-	https://github.com/libretro/ecwolf.git	master	src/libretro	Makefile	platform=armv
fake08	yes	yes	A	prefer_onion_version	v0.0.2.19	FAKE-08	1537ce580e2c14e8eafed0317a053d54b8edce9ee403e412d5be596e774d65ce	4741519129270c61aae7b51607432cd30131811e	2023-09-03T05:41:06+00:00	FEAT: Updated fake08 (pico8 core) to commit aebd6b9 (#1087)	-	-	-	-	-	-	https://github.com/jtothebell/fake-08.git	master	platform/libretro	Makefile	platform=unix
fbalpha2012	yes	yes	A	prefer_onion_version	v0.2.97.29	FB Alpha 2012	4e9e4d9001b43b2049acffbae281aea8d323e43ffbd0aa459d00064451ff1c2f	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/fbalpha2012.git	master	svn-current/trunk	makefile.libretro	-	https://github.com/libretro/fbalpha2012.git	master	svn-current/trunk	makefile.libretro	platform=armv
fbalpha2012_cps1	yes	yes	O	prefer_onion_version	v0.2.97.28	FB Alpha 2012 CPS-1	1bd0732c50feae47566e9068a2c3f14e0e1ce164c03da890534f5b82860b22d0	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/fbalpha2012_cps1.git	master	-	makefile.libretro	-	https://github.com/libretro/fbalpha2012_cps1.git	master	-	makefile.libretro	platform=armv
fbalpha2012_cps2	yes	yes	O	prefer_onion_version	v0.2.97.28	FB Alpha 2012 CPS-2	2d26c0fdbdf90c95a615be5343573d8db3bc7c9c3bf8a61812462268808b149d	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/fbalpha2012_cps2.git	master	-	makefile.libretro	-	https://github.com/libretro/fbalpha2012_cps2.git	master	-	makefile.libretro	platform=armv
fbalpha2012_cps3	yes	no	-	missing_from_plumos	v0.2.97.29	FB Alpha 2012 CPS-3	2b9cf8de9403a99f61ed1f77d517d13f965f12f3339e64da7ef557e8693787ea	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	-	-	-	-	-	-	-	-	-	-	-
fbalpha2012_neogeo	yes	yes	O	prefer_onion_version	v0.2.97.29	FB Alpha 2012 Neo Geo	41e69f350175f6aea167bc1159b61177daafed448745fafd87ba7a3f4adcd5ba	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/fbalpha2012_neogeo.git	master	-	Makefile	-	https://github.com/libretro/fbalpha2012_neogeo.git	master	-	Makefile	platform=armv
fbneo	yes	yes	A	prefer_onion_version	v1.0.0.01	FinalBurn Neo	f7dd532ce7a4a7603c570f8b74c3d81d0c661f2a61ad5c3a70a1441dac88e8ba	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/FBNeo.git	master	src/burner/libretro	Makefile	-	https://github.com/libretro/FBNeo.git	master	src/burner/libretro	Makefile	platform=armv
fceumm	yes	yes	A	prefer_onion_version	SVN	FCEUmm	0392a4123a4e1f23457f2bb324d78ae3674ee61d4e33978065ff0a005d00d7bb	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/libretro-fceumm.git	master	-	Makefile.libretro	-	https://github.com/libretro/libretro-fceumm.git	master	-	Makefile.libretro	platform=armv7-hardfloat-neon HAVE_NEON=1 ARCH=arm BUILTIN_GPU=neon
fmsx	yes	yes	A	prefer_onion_version	6.0	fMSX	b6c1cbafbe9067cd82d252b3e4b930d680eb05c9e791ecbe3ed95e4b03e6a039	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/fmsx-libretro.git	master	-	Makefile	-	https://github.com/libretro/fmsx-libretro.git	master	-	Makefile	platform=armv
freechaf	yes	yes	O	prefer_onion_version	GIT	FreeChaF	a4f358ca01a19c280773f331dc2bd8e20ad7f6e622c7b71ca4e9b5a2a2a6c5fc	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/FreeChaF.git	master	-	Makefile	-	https://github.com/libretro/FreeChaF.git	master	-	Makefile	platform=armv
freeintv	yes	yes	O	prefer_onion_version	2018.1.5	FreeIntv	e4ff5438282d3e98fcf668200abd9cdfa81257b0917e4dd91e098707bdb33292	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/FreeIntv.git	master	-	Makefile	-	https://github.com/libretro/FreeIntv.git	master	-	Makefile	platform=armv
frodo	yes	yes	O	prefer_onion_version	v4.2	Frodo	0e8a613e71632135f4dcd80fb7fe797134e198c3b8e8422d379db74304136986	ccd1074651b01bed4e621015516b37746f75f784	2023-10-17T18:21:23+00:00	FEAT: Adding new cores + .info files cleaning (#1175)	cores-onionos	https://github.com/libretro/frodo-libretro.git	master	-	Makefile	-	https://github.com/libretro/frodo-libretro.git	master	-	Makefile	platform=armv
fuse	yes	yes	O	prefer_onion_version	1.6.0	Fuse	c95a2b18cb9a346f9fbd95634e4d20e8c934f92464087640b1cf5617abd39892	d937d44f4beb4d682cf20ac50a062d6eab8c9880	2023-05-29T11:38:24+02:00	Dev v4.2.0 beta 3 (#835)	cores-onionos	https://github.com/libretro/fuse-libretro.git	master	-	Makefile	-	https://github.com/libretro/fuse-libretro.git	master	-	Makefile	platform=armv
gambatte	yes	yes	A	prefer_onion_version	v0.5.0	Gambatte	2a11f633f52b4bdea5ddb37eb787082f0c0fc8a7862eecf7be7a3151c414484f	d937d44f4beb4d682cf20ac50a062d6eab8c9880	2023-05-29T11:38:24+02:00	Dev v4.2.0 beta 3 (#835)	cores-onionos	https://github.com/libretro/gambatte-libretro.git	master	-	Makefile	-	https://github.com/libretro/gambatte-libretro.git	master	-	Makefile.libretro	platform=classic_armv7_a7
gearboy	yes	yes	O	prefer_onion_version	3.2.0	Gearboy	455c4ab1928955f244229987fb5ed4a5d4b1aa7fccf25a2b1aea4b2f08eb0780	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/drhelius/Gearboy.git	master	platforms/libretro	Makefile	-	https://github.com/drhelius/Gearboy.git	master	platforms/libretro	Makefile	platform=armv
gearsystem	yes	yes	O	prefer_onion_version	3.2.0	Gearsystem	f59325cf5d8a48016d4628c411096934096317c01d19f20c9ec89decfc0ffc0f	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/drhelius/Gearsystem.git	master	platforms/libretro	Makefile	-	https://github.com/drhelius/Gearsystem.git	master	platforms/libretro	Makefile	platform=armv
genesis_plus_gx	yes	yes	A	prefer_onion_version	v1.7.4	Genesis Plus GX	d759d47e147c90d4ecf5713705462cef3801235e3fe48e2d34aca8c80549f11d	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/Genesis-Plus-GX.git	master	-	Makefile.libretro	-	https://github.com/libretro/Genesis-Plus-GX.git	master	-	Makefile.libretro	platform=classic_armv7_a7
gme	yes	yes	O	prefer_onion_version	Git	Game Music Emu	322211bd361d071032483adf72e2f8078c147cb7b77faf84fd5340af8edd76ae	6b686be602ad43a2e8da102ea449b2e377380f31	2023-02-02T01:43:52+01:00	"Adding ""Game Music Emu"" core  in experimental section (635b1e9)"	cores-onionos	https://github.com/libretro/libretro-gme.git	master	-	Makefile	-	https://github.com/libretro/libretro-gme.git	master	-	Makefile	platform=armv
gong	yes	no	-	missing_from_plumos	1.0	Gong	9dca35a37f6a25e643cad3904db48f4e507d7fb282fe0279fa2b1a1dd7f86892	ccd1074651b01bed4e621015516b37746f75f784	2023-10-17T18:21:23+00:00	FEAT: Adding new cores + .info files cleaning (#1175)	-	-	-	-	-	-	-	-	-	-	-
gpsp	yes	yes	A	prefer_onion_version	Git	gpSP	519e19c015a27ac82ca32f026c9f0c58b407ce31e4512495de19bd1828452587	970aaef0c8786d42a085aafc0b7490bffccbd1c2	2026-01-21T00:55:58+01:00	Update gpSP to latest (#1889)	cores-onionos-special	https://github.com/libretro/gpsp.git	master	-	Makefile	-	https://github.com/libretro/gpsp.git	master	-	Makefile	platform=classic_armv7_a7
gw	yes	yes	A	prefer_onion_version	Git	GW	057aefd116eb523ac0024da983cba103c17176ab4b086a5a67f1946df05e1f85	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/gw-libretro.git	master	-	Makefile	-	https://github.com/libretro/gw-libretro.git	master	-	Makefile	platform=armv
handy	yes	yes	A	prefer_onion_version	0.95	Handy	426eb73bc02899818dd810fdfe2b8484ac1491f0b33023759ae898326847bb46	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/libretro-handy.git	master	-	Makefile	-	https://github.com/libretro/libretro-handy.git	master	-	Makefile	platform=classic_armv7_a7
hatari	yes	yes	O	prefer_onion_version	1.8	Hatari	38b632e2a7a52999c3e6b838b0730dbbbef5036654139bc8be7752e8a31ef862	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/hatari.git	master	-	Makefile.libretro	-	https://github.com/libretro/hatari.git	master	-	Makefile.libretro	platform=armv
km_duckswanstation_xtreme_amped	yes	no	-	missing_from_plumos	v0.1	DuckSwanStation Xtreme Amped	c807ca6e7fc8430895e06a4b8a0849f3b2ec38f09e742a52b460780f3ddbae8c	13fc96b75695ac6941aed1c9b9fa2cc3b4374182	2023-12-17T01:01:49+00:00	Feat: new cores & core updates (#1322)	-	-	-	-	-	-	-	-	-	-	-
km_mame2003_xtreme	yes	no	-	missing_from_plumos	2K21	MAME 2003 Xtreme (2K21)	f3b7a0b189a3652aabc2a45383805e464bef0d78248998d0eb1b37fa8879e773	8a605d52462627ddd3349eb825f13aed9d8b70a9	2022-12-12T01:20:04+01:00	Core updates (#624)	-	-	-	-	-	-	-	-	-	-	-
km_puae_xtreme_amped	yes	no	-	missing_from_plumos	v2.6.1	P-UAE Xtreme Amped	c8b4a014a5de03ecfd5fb23d58647f0b1e66d6954f07e408dcb258d12b334986	13fc96b75695ac6941aed1c9b9fa2cc3b4374182	2023-12-17T01:01:49+00:00	Feat: new cores & core updates (#1322)	-	-	-	-	-	-	-	-	-	-	-
km_superbroswar	yes	no	-	missing_from_plumos	v0.1	superbroswar	711c871ba9fbde32161393d4d119fa59c1c8d4fe43d5db29618da4612095216e	13fc96b75695ac6941aed1c9b9fa2cc3b4374182	2023-12-17T01:01:49+00:00	Feat: new cores & core updates (#1322)	-	-	-	-	-	-	-	-	-	-	-
lowresnx	yes	yes	O	prefer_onion_version	v1.2	lowresnx	1bef849210c787a740355d28cbf6dc65a9d9fa2d89f62e24734bc8818e169abf	ccd1074651b01bed4e621015516b37746f75f784	2023-10-17T18:21:23+00:00	FEAT: Adding new cores + .info files cleaning (#1175)	cores-onionos	https://github.com/timoinutilis/lowres-nx.git	retroarch	platform/LibRetro	Makefile	-	https://github.com/timoinutilis/lowres-nx.git	retroarch	platform/LibRetro	Makefile	platform=armv
lutro	yes	yes	O	prefer_onion_version	v1	Lutro	42ab5ac2d1bd07e067afd27ff122c174783df123bea141811620380dfd874930	13fc96b75695ac6941aed1c9b9fa2cc3b4374182	2023-12-17T01:01:49+00:00	Feat: new cores & core updates (#1322)	cores-onionos	https://github.com/libretro/libretro-lutro	master	-	Makefile	-	https://github.com/libretro/libretro-lutro.git	master	-	Makefile	platform=armv
mame2000	yes	yes	O	prefer_onion_version	0.37b5	MAME 2000 (0.37b5)	eb6816b4c25c7d288b8849f9f2f5d5848eba940d2328819c749c3e3edd433580	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/mame2000-libretro.git	master	-	Makefile	-	https://github.com/libretro/mame2000-libretro.git	master	-	Makefile	platform=armv
mame2003_plus	yes	yes	A	prefer_onion_version	2003-Plus	MAME 2003-Plus	fc20db7388939fd312f6368a605778700e37f8d8ea27963a42a6d84eae17e10c	2bed8027e10e2df700982438e3cda737ba289f89	2022-11-09T23:21:33+01:00	Schmurtzm onion4.x cores updates (#603)	cores-onionos	https://github.com/libretro/mame2003-plus-libretro.git	master	-	Makefile	-	https://github.com/libretro/mame2003-plus-libretro.git	master	-	Makefile	platform=armv
mba_mini	yes	no	-	missing_from_plumos	705854e	M.B.A-mini (705854e)	2c44cb8690209800ce51c0ce414c5a8c127959202c2f6f8fcfc9583cfba0dbcb	2bed8027e10e2df700982438e3cda737ba289f89	2022-11-09T23:21:33+01:00	Schmurtzm onion4.x cores updates (#603)	-	-	-	-	-	-	-	-	-	-	-
mednafen_gba	yes	yes	O	prefer_onion_version	v0.9.36	Beetle GBA	200045e977c3143dbd5343735a7518709eea4bc9fedaaca50c6eb048f8704663	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/beetle-gba-libretro.git	master	-	Makefile	-	https://github.com/libretro/beetle-gba-libretro.git	master	-	Makefile	platform=armv
mednafen_lynx	yes	yes	A	prefer_onion_version	v1.24.0	Beetle Lynx	e0827674808e9b97402a998044bfc1e8da0c503296a7b66c62a04fda0e91aec7	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/beetle-lynx-libretro.git	master	-	Makefile	-	https://github.com/libretro/beetle-lynx-libretro.git	master	-	Makefile	platform=classic_armv7_a7
mednafen_ngp	yes	yes	A	prefer_onion_version	v0.9.36.1	Beetle NeoPop	67053bd4cd1ef5e7688daa1a9d47b28c25feb362e954650aa5b367e605951740	ba4ba05d7b403e6e6c6a2614b13144c4dd949fe1	2022-09-02T03:34:50+02:00	Onion V4 release candidate (#120)	cores-onionos	https://github.com/libretro/beetle-ngp-libretro.git	master	-	Makefile	-	https://github.com/libretro/beetle-ngp-libretro.git	master	-	Makefile	platform=classic_armv7_a7
mednafen_pce	yes	yes	O	prefer_onion_version	v0.9.38.7	Beetle PCE	ed4842a47a88543e4a37b782f2949fce98d7c5bce3c67e148a9aa065a97f244a	ccd1074651b01bed4e621015516b37746f75f784	2023-10-17T18:21:23+00:00	FEAT: Adding new cores + .info files cleaning (#1175)	cores-onionos	https://github.com/libretro/beetle-pce-libretro.git	master	-	Makefile	-	https://github.com/libretro/beetle-pce-libretro.git	master	-	Makefile	platform=armv
